gene	parentterm	Sider_MI	Sider_drug	OT_MI	OT_maxPhaseForIndication	OT_drug	phenotype_omim	phenotype_coloc	phenotype_eqtl_Pheno	phenotype_coloc_tissue	phenotype_Pheno_hgmd	phenotype_Pheno_genebass	Opentargets_Pheno_eva	Opentargets_OTG_lessL2G	genescores_Tissuespecific_PT_V80.01	phenotype_eqtl_tissue	genescores_oe_dichotomized	genescoresum	Number_predictors	order	percent	category	parentterm_description	Clinvar_phenotype_description	Colocpheno_phenotype_description	Coloctissue_phenotype_description	Eqtlpheno_phenotype_description	Eqtltissue_phenotype_description	Genebass_phenotype_description	Hgmd_phenotype_description	Omim_phenotype_description	OTG_less_l2g_phenotype_description	Druggable_gene	OR_cutoff	therapeutic
IGF2BP2	250	NA	NA	NA	NA	NA	1	1	1	1	0	1	0	1	0	0	0	3.6288033355888	6	6855144	99.9990372286188	endocrine/metabolic	Diabetes mellitus	0	Non-cancer illness code, self-reported: diabetes;Eye problems/disorders: Diabetes related eye disease	ArteryTibial	Type 2 diabetes mellitus,Type 2 diabetes,Diabetes mellitus,Diabetes diagnosed by doctor,Started insulin within one year diagnosis of diabetes	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	{diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3)	Type 2 diabetes;Type 2 diabetes [EA];Type 2 diabetes [DGI+FUSION+WTCCC];"Diabetes, varying definitions";Type 2 diabetes [South Asians];Type 2 diabetes [South Asian, East Asian, Europeans];Diabetes | non-cancer illness code, self-reported;Diabetes | illnesses of siblings;"Type 2 diabetes, definitions combined, including avohilmo";Type 2 diabetes with other specified/multiple/unspecified complications;Diabetes or endocrine disease;"Type 2 diabetes, strict (exclude DM1)";Diabetes mellitus;Type 2 diabetes [South Asian];"Type 2 diabetes, wide definition";Diabetes | illnesses of mother;Childhood onset type 2 diabetes;Diabetes | illnesses of father;Type 2 diabetes [South Asians, East Asians];Diabetes diagnosed by doctor;Body mass index and type 2 diabetes (pairwise);"Type 2 diabetes, definitions combined";"Diabetes, insuline treatment (Kela reimbursement)";Psoriasis or type 2 diabetes (trans-disease meta-analysis);Type 2 diabetes [Japanese];Type 2 diabetes [conditional];Type 2 diabetes (adjusted for BMI);"Diabetes, insuline treatment (Kela reimbursement)" (more controls excluded);"Other diabetes, wide definition";Diabetes;Type 2 diabetes [additive model];Type 2 diabetes [Obese]	Not druggable	6	0
USF3	569	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6750923	98.4787191056146	digestive	Other disorders of intestine	0	Diagnoses - main ICD10: K63 Other diseases of intestine	0	0	0	Date K55 first reported (vascular disorders of intestine)	0	0	0	Not druggable	4	0
SEMA4G	740	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6810757	99.3515442998829	musculoskeletal	Osteoarthrosis	0	Non-cancer illness code, self-reported: osteoarthritis	EsophagusMuscularis	0	0	Date M16 first reported (coxarthrosis [arthrosis of hip]);Date M17 first reported (gonarthrosis [arthrosis of knee])	0	0	0	Not druggable	5	0
ALPK3	728	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6773423	98.806936621927	musculoskeletal	Disorders of muscle, ligament, and fascia	0	Diagnoses - main ICD10: M72 Fibroblastic disorders;Contracture of palmar fascia [Dupuytren's disease];Fasciitis	Stomach;ArteryTibial	0	0	0	0	0	0	Not druggable	5	0
GLCE	740	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6792809	99.0897288339818	musculoskeletal	Osteoarthrosis	0	Diagnoses - main ICD10: M19 Other arthrosis;Osteoarthrosis	EsophagusMuscularis	0	EsophagusMuscularis	Date M16 first reported (coxarthrosis [arthrosis of hip])	0	0	0	Not druggable	5	0
ZNF800	379	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	1	0	0	1	1.01710970045953	3	6769039	98.7429852623041	sense organs	Other disorders of eye	0	0	Liver;Pancreas	0	0	0	0	0	Disorders of lens	Not druggable	4	0
ALDH6A1	427	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6739576	98.3131953652769	circulatory system	Cardiac dysrhythmias	0	Cardiac dysrhythmias	0	0	0	Date I48 first reported (atrial fibrillation and flutter)	0	0	0	DRUGGABLE GENOME	4	0
MAP3K1	401	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	1	0	1	1	1.52241070224189	5	6833185	99.6787115201431	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Essential hypertension;Hypertension	0	0	Lung	Date I12 first reported (hypertensive renal disease);Date I15 first reported (secondary hypertension);Date I11 first reported (hypertensive heart disease)	0	0	Hypertension | non-cancer illness code, self-reported;Hypertension	DRUGGABLE GENOME	6	0
FANCL	747	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	0	0	0	0	1.06968744159571	2	6779723	98.8988375264944	congenital anomalies	Cardiac and circulatory congenital anomalies	0	0	0	0	0	Date Q21 first reported (congenital malformations of cardiac septa)	tetralogy of fallot	0	0	Not druggable	5	0
CR2	290	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	1	0	0	1.43467778495503	3	6827370	99.5938855264828	mental disorders	Delirium dementia and amnestic and other cognitive disorders	0	0	0	0	0	Date F03 first reported (unspecified dementia)	0	0	Alzheimer's disease in APOE e4+ carriers;Alzheimer's disease (late onset);Alzheimer's disease or fasting insulin levels (pleiotropy);Alzheimer's disease or family history of Alzheimer's disease;Alzheimer's disease;Alzheimer's disease [AA]	DRUGGABLE GENOME	5	0
NEO1	366	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	1	1.10728347878633	4	6783421	98.952781898731	sense organs	Cataract	0	Senile cataract	EsophagusMuscularis;NerveTibial	0	0	Date H25 first reported (senile cataract)	0	0	0	Not druggable	5	0
TMC6	394	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6760724	98.6216906557203	circulatory system	Rheumatic disease of the heart valves	0	Disease of tricuspid valve	0	0	0	Date I05 first reported (rheumatic mitral valve diseases)	0	0	0	Not druggable	4	0
UBA7	351	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6759791	98.6080805693772	neurological	Other peripheral nerve disorders	0	Diagnoses - main ICD10: G56 Mononeuropathies of upper limb	0	0	0	Date G56 first reported (mononeuropathies of upper limb)	0	0	0	Not druggable	4	0
RIPOR2	695	NA	NA	NA	NA	NA	0	1	1	0	0	1	0	0	0	1	0	1.81311919960029	4	6842734	99.8180070340661	dermatologic	Erythematous conditions	0	Systemic lupus erythematosus;Erythematous conditions;Lupus (localized and systemic)	0	Systemic lupus erythematosus (SLE),Systemic lupus erythematosus,Lupus (localized and systemic)	AdiposeVisceralOmentum	Date L71 first reported (rosacea);Date L51 first reported (erythema multiforme);Date L43 first reported (lichen planus)	0	0	0	Not druggable	6	0
KDM5A	747	NA	NA	NA	NA	NA	0	0	0	1	1	1	0	0	0	0	1	1.21463912837353	4	6798228	99.1687781993549	congenital anomalies	Cardiac and circulatory congenital anomalies	0	0	MuscleSkeletal	0	0	Date Q24 first reported (other congenital malformations of heart);Date Q25 first reported (congenital malformations of great arteries)	congenital heart disease;heterotaxy with extracardiac anomalies	0	0	Not druggable	5	0
USP24	250	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	1	1.10728347878633	4	6784230	98.9645831418731	endocrine/metabolic	Diabetes mellitus	0	Eye problems/disorders: Diabetes related eye disease	ArteryTibial	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E13 first reported (other specified diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	0	0	Not druggable	5	0
KIF7	350	NA	NA	NA	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1.62876375446018	3	6837790	99.7458867051484	neurological	Abnormal movement	Spasticity	0	BrainCortex	0	0	0	0	joubert syndrome 12, 200990 (3);acrocallosal syndrome, 200990 (3)	0	Not druggable	6	0
PLIN5	574	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6806793	99.2937196672312	digestive	Cholelithiasis and cholecystitis	0	Diagnoses - main ICD10: K81 Cholecystitis	Pancreas	0	0	Date K80 first reported (cholelithiasis)	0	0	0	Not druggable	5	0
ABCA7	411	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6807651	99.3062356951866	circulatory system	Ischemic Heart Disease	0	Ischemic Heart Disease	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta;ArteryTibial;BreastMammaryTissue;Lung	0	0	Date I21 first reported (acute myocardial infarction);Date I20 first reported (angina pectoris);Date I25 first reported (chronic ischaemic heart disease);Date I24 first reported (other acute ischaemic heart diseases)	0	0	0	DRUGGABLE GENOME	5	0
FHL3	714	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	1	0	0	0	1.20748821853404	2	6796711	99.1466490450329	musculoskeletal	Rheumatoid arthritis and other inflammatory polyarthropathies	0	0	Lung	0	0	0	0	0	Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis [EA];Rheumatoid arthritis	Not druggable	5	0
SPATC1L	716	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6801044	99.2098564449521	musculoskeletal	Other arthropathies	0	0	0	0	0	Date M17 first reported (gonarthrosis [arthrosis of knee]);Date M12 first reported (other specific arthropathies)	0	0	Arthrosis	Not druggable	5	0
HSPA13	415	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6742804	98.3602836382839	circulatory system	Pulmonary heart disease	0	Non-cancer illness code, self-reported: pulmonary embolism +/- dvt;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the lung	0	0	0	Date I26 first reported (pulmonary embolism)	0	0	0	Not druggable	4	0
C6orf47	272	NA	NA	NA	NA	NA	0	0	1	1	0	0	0	0	0	0	0	1.30781819781793	2	6821521	99.5085635596867	endocrine/metabolic	Disorders of lipoid metabolism	0	0	Liver	Hypercholesterolemia,Hyperlipidemia	0	0	0	0	0	Not druggable	5	0
ELOVL2	741	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6772583	98.7946831679846	musculoskeletal	Symptoms and disorders of the joints	0	Non-cancer illness code, self-reported: joint disorder	ColonSigmoid	0	0	0	0	0	0	Not druggable	5	0
ATP8B3	401	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	1	1	0	0	2.32026737343913	5	6851550	99.9466099506798	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Essential hypertension;Hypertension	ArteryAorta;Lung	0	0	Date I12 first reported (hypertensive renal disease)	0	0	Essential hypertension (time to event);Hypertension | non-cancer illness code, self-reported	Not druggable	6	0
IQSEC2	313	NA	NA	NA	NA	NA	1	0	0	0	1	0	0	0	0	0	1	0.953731847225098	3	6739352	98.309927777559	mental disorders	Pervasive developmental disorders	0	0	0	0	0	0	global development delay%2c intellectual disability%2c seizures & autism spectrum disorder;epileptic encephalopathy with autism spectrum disorder;autism spectrum disorder;intellectual disability%2c syndromic;intellectual disability%2c autism & trigonocephaly;intellectual disability and epilepsy	intellectual developmental disorder, x-linked 1, 309530 (3)	0	Not druggable	4	0
C4BPA	315	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6766976	98.7128913629196	mental disorders	Develomental delays and disorders	0	0	MinorSalivaryGland	0	0	0	developmental disorder	0	0	DRUGGABLE GENOME	4	0
KCNK16	555	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6744758	98.388787506145	digestive	Inflammatory bowel disease and other gastroenteritis and colitis	0	Diagnoses - main ICD10: K51 Ulcerative colitis	0	0	0	Date K51 first reported (ulcerative colitis)	0	0	0	DRUGGABLE GENOME	4	0
NOP14	349	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6741989	98.3483948704708	neurological	Other and unspecified disorders of the nervous system	0	Non-cancer illness code, self-reported: other neurological problem	0	0	0	Date G98 first reported (other disorders of nervous system, not elsewhere classified)	0	0	0	Not druggable	4	0
NUPR1	557	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	1	0	0	0	1.20748821853404	2	6796363	99.1415726141139	digestive	Intestinal malabsorption (non-celiac)	0	0	Spleen	0	0	0	0	0	Pediatric autoimmune diseases	Not druggable	5	0
TBC1D32	496	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	1	0	0	1.43467778495503	3	6827442	99.594935822535	respiratory	Chronic airway obstruction	0	0	0	0	0	Date J44 first reported (other chronic obstructive pulmonary disease)	0	0	Chronic obstructive pulmonary disease or resting heart rate (pleiotropy)	Not druggable	5	0
CHRNA3	496	NA	NA	NA	NA	NA	0	1	1	1	0	1	0	1	0	1	0	3.02060741813433	6	6854791	99.993887860474	respiratory	Chronic airway obstruction	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Emphysema/chronic bronchitis;Emphysema;Obstructive chronic bronchitis;Chronic bronchitis;Chronic airway obstruction	Lung	Other chronic obstructive pulmonary disease,Emphysema,Obstructive chronic bronchitis,Chronic bronchitis,Chronic airway obstruction	Lung	Date J44 first reported (other chronic obstructive pulmonary disease)	0	0	Chronic obstructive pulmonary disease in current smokers;Chronic airway obstruction;Chronic bronchitis and chronic obstructive pulmonary disease;Chronic obstructive pulmonary disease;"COPD, hospital admissions";Chronic bronchitis/emphysema | illnesses of mother;Other chronic obstructive pulmonary disease;COPD;Obstructive chronic bronchitis;Chronic bronchitis/emphysema | illnesses of siblings;Chronic bronchitis/emphysema | illnesses of father;Chronic obstructive pulmonary disease (moderate to severe);Chronic obstructive pulmonary disease (severe);Later onset COPD;Early onset COPD;COPD (mode);Chronic obstructive pulmonary disease in ever smokers;Emphysema/chronic bronchitis | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor;Chronic bronchitis;Chronic obstructive pulmonary disease x current smoker interaction (1df);Chronic obstructive pulmonary disease x ever smoker interaction (2df);Emphysema;Chronic obstructive pulmonary disease [conditional on rs55676755];Pulmonary artery enlargement and chronic obstructive pulmonary disease;Chronic obstructive pulmonary disease x current smoker interaction (2df);Chronic obstructive pulmonary disease in non-current smokers;Chronic obstructive pulmonary disease x ever smoker interaction (1df);Chronic obstructive pulmonary disease x current smoker interaction (main effect)	DRUGGABLE GENOME	6	0
ESPNL	727	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6773198	98.8036544467638	musculoskeletal	Other disorders of synovium, tendon, and bursa	0	Diagnoses - main ICD10: M67 Other disorders of synovium and tendon	MinorSalivaryGland;Stomach;Uterus	0	0	0	0	0	0	Not druggable	5	0
COLGALT1	350	NA	NA	NA	NA	NA	1	0	0	1	0	1	0	0	0	0	0	1.23389794530968	3	6799326	99.184795214151	neurological	Abnormal movement	0	0	ArteryAorta	0	0	Date G24 first reported (dystonia)	0	brain small vessel disease 3, 618360 (3)	0	Not druggable	5	0
ZNF175	939	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6815945	99.4272239654219	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	MuscleSkeletal;SkinNotSunExposedSuprapubic;Ovary	0	0	Date L25 first reported (unspecified contact dermatitis);Date L24 first reported (irritant contact dermatitis)	0	0	0	Not druggable	5	0
NUP88	751	NA	NA	NA	NA	NA	1	0	0	0	0	1	0	0	0	0	0	0.898567740457355	2	6734944	98.2456263192521	congenital anomalies	Genitourinary congenital anomalies	0	0	0	0	0	Date Q53 first reported (undescended testicle)	0	fetal akinesia deformation sequence 4, 618393 (3)	0	Not druggable	4	0
HMGN1	411	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6816875	99.4407902894295	circulatory system	Ischemic Heart Disease	0	Diagnoses - main ICD10: I25 Chronic ischaemic heart disease	Lung	0	0	Date I21 first reported (acute myocardial infarction);Date I20 first reported (angina pectoris);Date I25 first reported (chronic ischaemic heart disease)	0	0	0	Not druggable	5	0
XCL1	296	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6816572	99.4363702935432	mental disorders	Mood disorders	0	Depression	BrainHypothalamus	0	0	Date F31 first reported (bipolar affective disorder)	0	0	0	DRUGGABLE GENOME	5	0
RPP30	315	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6767313	98.7178073319417	mental disorders	Develomental delays and disorders	0	0	Thyroid	0	0	0	developmental disorder	0	0	Not druggable	4	0
C9orf40	740	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6757946	98.5811667330395	musculoskeletal	Osteoarthrosis	0	Diagnoses - main ICD10: M16 Coxarthrosis [arthrosis of hip]	0	0	0	Date M16 first reported (coxarthrosis [arthrosis of hip])	0	0	0	Not druggable	4	0
RFX8	939	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6772399	98.7919990780735	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Non-cancer illness code, self-reported: eczema/dermatitis;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	Ovary;SkinNotSunExposedSuprapubic	0	0	0	0	0	0	Not druggable	5	0
FBXO22	274	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	1	1.09385190398394	3	6781630	98.9266557844326	endocrine/metabolic	Gout and other crystal arthropathies	0	0	0	0	0	Date M10 first reported (gout)	0	0	Gout;Gout | non-cancer illness code, self-reported	Not druggable	5	0
MST1R	365	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	1	1	0	1.32640877438357	5	6822149	99.5177244752531	sense organs	Glaucoma	0	Glaucoma	ArteryTibial;ColonSigmoid	0	AdiposeVisceralOmentum;ArteryAorta;ArteryTibial;ColonSigmoid;EsophagusGastroesophagealJunction;EsophagusMuscularis	Date H40 first reported (glaucoma)	0	0	0	DRUGGABLE GENOME	5	0
PPM1E	300	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	1	0	1	1.24429926688052	4	6799853	99.1924827977553	mental disorders	Anxiety disorders	0	0	0	0	0	Date F42 first reported (obsessive-compulsive disorder)	0	0	Nervous breakdown | non-cancer illness code, self-reported	Not druggable	5	0
SST	939	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	1	0	0	1.43467778495503	3	6827596	99.5971822890911	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	0	0	0	0	Date L25 first reported (unspecified contact dermatitis)	0	0	Hay fever and/or eczema;Eczema	DRUGGABLE GENOME	5	0
NEXN	278	NA	NA	NA	NA	NA	0	0	0	1	0	1	0	1	0	0	0	1.61956062691077	3	6837115	99.736040179659	endocrine/metabolic	Overweight, obesity and other hyperalimentation	0	0	BrainCortex	0	0	Date E66 first reported (obesity)	0	0	Obesity [Obesity class II]	Not druggable	6	0
NCMAP	401	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6777753	98.8701002595107	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Essential hypertension	Lung	0	0	0	0	0	0	Not druggable	5	0
TRMO	241	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	1	0	0	0	2.39490539027912	3	6852198	99.9560626151496	endocrine/metabolic	Nontoxic nodular goiter	0	Nontoxic multinodular goiter;Nontoxic nodular goiter	0	Nontoxic multinodular goiter,Nontoxic nodular goiter	0	0	0	0	Nontoxic diffuse goitre;Nontoxic multinodular goiter;Goiter;Other and/or unspecified nontoxic goitre	Not druggable	6	0
PGM2	555	NA	NA	NA	NA	NA	0	0	0	1	0	1	0	1	0	0	0	1.61956062691077	3	6837639	99.7436840009278	digestive	Inflammatory bowel disease and other gastroenteritis and colitis	0	0	Spleen	0	0	Date K50 first reported (crohn's disease [regional enteritis]);Date K51 first reported (ulcerative colitis)	0	0	Crohn's disease	Not druggable	6	0
PCCB	277	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	1	0	0	0	1.83448980569024	3	6843084	99.8231126398754	endocrine/metabolic	Other disorders of metabolism	0	Other disorders of metabolism	0	0	0	Date E88 first reported (other metabolic disorders)	0	0	Dyslipidemia;Metabolic syndrome	DRUGGABLE GENOME	6	0
ACD	367	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	1	0	0	0	1.42241739731351	2	6826033	99.5743821122912	sense organs	Disorders of refraction and accommodation; blindness and low vision	0	Which eye(s) affected by astigmatism: Left eye	0	0	0	0	0	0	Myopia (age of diagnosis)	Not druggable	5	0
CDK14	452	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6754089	98.524902957021	circulatory system	Other venous embolism and thrombosis	0	Non-cancer illness code, self-reported: deep venous thrombosis (dvt);Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the leg (DVT)	0	0	0	Date I82 first reported (other venous embolism and thrombosis)	0	0	0	DRUGGABLE GENOME	4	0
SCYL1	476	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6757582	98.5758569029979	respiratory	Allergic rhinitis	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	0	0	0	Date J30 first reported (vasomotor and allergic rhinitis)	0	0	0	Not druggable	4	0
QTRT2	716	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6746012	98.4070801623874	musculoskeletal	Other arthropathies	0	Other arthropathies	0	0	0	Date M17 first reported (gonarthrosis [arthrosis of knee])	0	0	0	Not druggable	4	0
ZNF311	251	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	1	0	0	1.11277915490509	3	6786906	99.0036191451465	endocrine/metabolic	Other disorders of pancreatic internal secretion	0	Hypoglycemia;Other disorders of pancreatic internal secretion	0	0	0	Date E16 first reported (other disorders of pancreatic internal secretion)	0	0	0	Not druggable	5	0
FBXO38	365	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	1	0.985582893412493	5	6766378	98.7041680707083	sense organs	Glaucoma	0	Non-cancer illness code, self-reported: glaucoma	ArteryTibial;EsophagusMuscularis	0	ArteryTibial;EsophagusGastroesophagealJunction;EsophagusMuscularis	Date H40 first reported (glaucoma)	0	0	0	Not druggable	4	0
